,user_id,login_day,login_diff_time,distance_day,login_time,launch_time,camp_num,learn_num,finish_num,study_num,coupon,course_order_num,subscribe_num
37,1563248905,1,0.0,189,31,0,0,1,1,0,0,0,0
38,1563251104,1,0.0,176,35,0,2,0,0,0,0,0,0
39,1563253352,2,0.5,153,0,0,1,0,0,0,0,0,0
41,1563256906,6,14.67,374,33,2,2,5,5,1,0,0,1
42,1563256927,2,0.5,150,2,0,1,0,0,0,0,0,0
43,1563258201,2,1.0,126,8,0,1,1,0,0,0,0,1
44,1563260466,1,0.0,177,1,0,2,0,0,0,0,0,0
45,1563260788,8,0.88,22,22,2,2,8,8,0,0,0,1
46,1563262015,7,1.0,373,14,1,1,4,4,0,0,0,1
47,1563266119,5,0.8,22,10,0,1,3,3,1,4,0,0
48,1563645322,4,1.75,363,10,2,1,0,0,0,0,0,1
49,1564045629,8,0.88,15,44,1,1,9,1,0,0,0,0
50,1564046463,2,1.5,114,16,0,2,3,1,0,0,0,0
51,1564046469,2,1.5,110,1,0,2,0,0,0,0,0,0
52,1564047465,3,1.67,45,11,0,1,1,0,0,0,0,0
53,1564047501,1,0.0,36,19,0,0,1,0,0,0,0,0
54,1564049575,5,2.0,56,16,3,3,3,2,1,0,0,0
55,1564049665,1,0.0,175,0,0,0,0,0,0,0,0,0
56,1564052381,16,1.13,46,9,3,1,5,5,0,0,0,0
57,1564052765,1,0.0,178,0,0,1,0,0,0,0,0,0
58,1564052965,2,0.5,164,5,1,2,0,0,0,0,0,0
59,1564053472,1,0.0,189,0,0,1,0,0,0,0,0,0
60,1564053974,7,1.0,380,18,0,1,4,4,0,2,0,1
61,1564146645,3,1.0,110,0,1,1,2,0,0,0,0,1
62,1564147250,2,2.0,91,4,0,1,0,0,0,0,0,0
63,1564148179,4,1.25,19,137,1,2,4,3,0,0,0,0
65,1564150875,9,0.89,13,26,2,2,8,8,1,1,0,1
66,1564151893,2,0.5,164,1,0,0,1,0,0,0,0,0
67,1564152453,3,2.0,38,2,0,2,0,0,0,0,0,0
68,1564152837,7,0.86,45,17,3,1,6,0,0,0,0,2
69,1564154181,3,0.67,135,14,1,3,2,0,0,0,0,0
70,1564245229,5,1.4,368,4,0,1,1,0,0,0,0,1
71,1564845243,3,2.0,35,1,1,3,0,0,0,1,0,1
72,1564945517,11,1.91,35,16,3,1,5,5,0,0,0,2
73,1565346798,1,0.0,174,1,0,2,0,0,0,0,0,0
74,1565347081,6,0.83,44,14,0,3,5,5,0,0,0,1
75,1565445461,6,1.17,369,31,0,2,5,4,1,0,0,0
76,1565846053,1,0.0,116,14,0,3,1,1,0,0,0,1
77,1565846530,8,0.88,366,72,2,2,4,4,1,0,1,1
78,1565946744,2,0.5,142,11,0,3,1,1,0,0,0,0
79,1565946905,2,0.5,160,2,0,0,2,0,0,0,0,0
80,1565946955,6,1.17,367,21,2,2,3,3,1,0,0,0
81,1565947044,9,4.11,375,46,1,2,11,9,1,0,0,1
83,1566047011,5,1.2,43,26,0,1,4,4,0,0,0,0
84,1566047339,2,0.5,164,29,0,4,2,1,0,0,0,0
85,1566048375,6,1.0,43,56,0,4,5,4,0,0,0,0
86,1566049059,8,0.88,33,7,5,2,3,1,0,1,0,1
87,1566051046,5,1.2,32,23,0,0,0,0,0,0,0,1
88,1566052939,4,21.25,32,3,2,1,0,0,0,0,0,0
89,1566053624,2,0.5,153,316,0,1,2,2,0,0,0,1
90,1566146008,2,2.0,88,5,0,1,1,0,0,0,0,1
91,1566146411,1,0.0,189,0,0,1,0,0,1,0,0,0
92,1566147889,6,1.0,32,111,2,1,4,3,1,2,0,0
93,1566147897,1,0.0,180,4,0,1,0,0,0,0,0,0
94,1566148588,7,0.86,21,106,0,1,4,2,0,0,0,0
95,1566149620,5,0.8,91,14,1,0,5,5,0,0,0,0
96,1566149902,3,0.67,78,28,1,3,3,1,0,0,0,1
97,1566150890,2,0.5,166,10,0,0,1,1,0,0,0,0
98,1566153564,1,0.0,-13,228,0,1,2,2,0,1,0,1
99,1566153624,1,0.0,185,4,0,1,0,0,0,0,0,1
100,1566154479,3,1.0,84,6,0,1,2,0,0,0,0,2
101,1566845957,6,8.67,55,1,2,0,1,0,0,0,0,0
102,1566846216,4,1.0,66,7,0,1,1,0,0,0,0,1
103,1566846825,3,0.67,70,73,1,4,8,6,0,0,0,0
104,1567045364,5,1.4,367,19,0,3,2,2,0,0,0,2
105,1567045439,1,0.0,191,1,0,1,0,0,0,0,0,0
106,1567045500,5,0.8,82,32,2,2,5,3,0,2,0,2
107,1567045844,5,1.4,20,24,1,2,4,3,0,0,0,1
108,1567847269,5,1.0,71,14,0,2,2,2,1,0,0,1
109,1567946430,6,0.83,32,86,1,1,7,9,1,0,0,1
110,1567947625,5,6.0,371,8,1,2,1,0,1,0,0,0
111,1568045228,5,0.8,36,57,1,3,10,6,1,0,0,1
112,1568045353,5,1.2,42,14,3,3,5,5,1,0,0,1
113,1568045384,1,0.0,1702,0,0,1,0,0,0,0,0,1
114,1568045643,2,2.5,62,9,0,1,1,1,0,0,0,1
115,1568345819,3,1.0,81,13,0,1,2,1,0,0,0,0
116,1568346191,7,1.0,21,52,1,2,8,8,1,0,1,2
117,1568346195,5,15.2,95,1,2,1,0,0,0,2,0,0
118,1568347314,1,0.0,118,2,0,1,0,0,0,0,0,0
120,1568446574,3,14.33,115,2,2,2,0,0,0,0,0,0
121,1568446575,4,0.75,113,32,0,0,3,4,0,0,0,0
122,1568446785,2,1.5,110,1,0,1,1,1,0,0,0,1
123,1568546961,7,1.0,379,50,1,2,2,2,1,2,0,2
124,1568547158,2,1.0,130,12,0,1,2,0,0,0,0,0
125,1568647957,3,2.67,374,6,2,2,0,0,0,3,0,1
128,1568649287,2,1.0,124,2,1,2,1,1,0,0,0,0
129,1568745893,5,0.8,46,55,1,1,7,7,0,1,0,1
130,1568746557,2,3.0,44,3,0,1,0,0,0,0,0,1
131,1568746723,3,0.67,45,11,0,3,2,1,0,0,0,0
132,1568748431,6,0.83,56,13,0,3,6,5,0,0,0,1
133,1568750241,7,1.0,373,53,5,2,8,4,0,3,4,0
134,1568845291,4,1.75,20,1,1,1,1,0,0,0,0,0
137,1568846992,5,1.2,21,3,0,1,0,0,0,0,0,0
138,1568847669,1,0.0,153,76,0,1,1,0,0,0,0,1
140,1568848355,5,10.2,21,5,1,2,1,0,0,0,0,1
141,1568848686,3,2.0,45,16,1,1,3,3,0,0,0,0
142,1568849278,1,0.0,177,0,0,1,0,0,0,0,0,1
143,1568849948,3,1.0,113,5,1,1,1,1,0,0,0,0
144,1568850575,3,1.67,71,8,0,1,1,0,0,0,0,0
145,1568852229,5,1.4,380,2,3,1,0,0,0,1,0,0
146,1568854166,2,1.0,15,7,1,1,2,0,0,1,0,1
147,1568856344,2,3.5,17,1,0,1,0,0,0,3,0,0
148,1568856788,4,1.5,30,3,1,2,2,0,0,0,0,0
149,1568859625,4,1.75,21,2,1,1,2,0,0,0,0,0
150,1568859626,5,6.6,371,2,2,1,0,0,0,0,0,0
151,1568860847,2,0.5,93,1,0,4,0,0,0,0,0,0
152,1568860890,1,0.0,190,4,0,1,0,0,0,0,0,0
153,1568860934,1,0.0,175,0,0,1,0,0,1,0,0,1
154,1568863006,6,0.83,18,100,1,2,6,6,0,0,0,1
155,1568864890,3,1.0,106,0,0,1,1,0,0,0,0,0
156,1568869704,8,0.88,19,102,2,3,12,11,1,1,1,1
157,1568870087,1,0.0,174,2,0,1,0,0,0,3,0,2
158,1568870625,4,5.5,70,1,1,1,0,0,0,0,0,0
159,1568872497,3,2.33,369,6,1,2,0,0,0,0,0,0
160,1568872683,1,0.0,32,17,0,1,0,0,0,0,0,1
161,1568872882,7,0.86,15,64,1,2,10,10,0,0,0,0
162,1568946988,1,0.0,110,14,0,3,0,0,0,0,0,0
163,1568947583,5,1.2,24,152,1,3,4,4,1,2,1,2
164,1568949292,8,0.88,368,68,2,2,14,11,0,1,1,1
165,1568950173,3,1.33,61,50,0,2,3,0,0,0,0,1
166,1568950526,10,12.1,375,15,2,1,8,8,0,1,0,0
167,1568951121,8,0.88,369,159,4,2,5,5,1,7,1,2
169,1568954864,1,0.0,155,3,0,2,0,0,0,0,0,0
170,1568956693,5,14.0,418,408,1,1,0,0,0,0,0,1
171,1568956738,6,1.17,376,106,0,1,3,3,0,0,0,0
172,1568957083,3,0.67,82,34,0,1,5,5,1,0,0,0
173,1568958465,3,2.67,80,52,0,2,1,1,1,0,0,1
174,1568959725,6,1.17,373,29,1,3,1,1,1,0,0,2
175,1568960056,3,1.67,113,6,2,0,1,1,0,1,0,0
176,1568960678,4,0.75,117,31,0,2,3,3,0,0,0,0
177,1568960769,3,1.67,11,1,0,3,0,0,0,0,0,0
178,1568962030,4,1.75,376,1,3,2,0,0,0,0,0,2
179,1568965447,5,1.2,44,19,0,1,4,4,0,0,0,1
180,1568966439,3,0.67,141,11,0,1,2,0,0,0,0,1
181,1568967774,7,0.86,240,15,0,4,7,8,0,0,0,2
182,1568967970,2,2.5,70,1,0,1,1,0,0,0,0,0
185,1568970557,2,0.5,158,56,0,2,0,0,0,0,0,0
186,1568971305,4,1.5,45,22,0,2,3,1,0,0,0,0
187,1568971321,2,0.5,157,0,0,1,0,0,0,0,0,0
188,1568971375,1,0.0,189,0,0,1,0,0,0,0,0,0
189,1568972535,8,0.88,382,30,0,1,7,3,1,0,0,0
190,1569545590,3,2.33,9,1,1,0,0,0,0,1,0,0
191,1569545840,6,3.17,42,2,1,1,0,0,0,0,0,0
192,1569845704,1,0.0,186,1,0,1,0,1,0,0,0,0
193,1569846101,3,1.0,33,9,1,1,1,0,0,1,0,0
194,1569847085,3,0.67,116,96,0,3,5,4,0,0,0,0
195,1569847874,1,0.0,153,3,0,1,1,0,0,0,0,1
196,1569852746,6,0.83,79,42,0,1,5,5,0,3,0,0
197,1569853221,7,0.86,19,73,4,2,6,3,1,0,0,0
198,1569853292,8,0.88,16,64,0,1,11,7,1,0,0,0
199,1569855107,6,1.0,24,12,1,3,5,3,0,1,0,0
200,1569860355,4,1.0,35,22,0,2,3,3,0,0,0,1
201,1569864191,6,14.0,45,106,1,1,5,0,0,0,0,0
202,1569864684,6,0.83,68,57,2,2,10,10,1,1,0,1
203,1569866993,6,1.17,375,24,1,1,4,4,1,1,0,2
204,1569868331,4,0.75,240,37,1,5,3,3,0,0,0,1
205,1569868438,5,1.4,372,32,0,2,3,1,0,0,0,0
206,1569870202,10,12.2,382,26,7,2,4,0,0,0,0,2
207,1569870868,7,1.0,51,111,3,0,9,10,1,2,1,2
208,1569871865,2,0.5,109,11,0,0,2,0,0,0,0,1
209,1569945788,4,1.5,24,58,0,3,2,2,1,0,1,1
210,1569947465,9,29.44,24,127,1,1,4,4,1,7,5,1
211,1569948617,5,1.0,71,15,0,2,2,0,0,0,0,1
212,1569949023,2,0.5,91,18,1,2,1,0,0,0,0,1
213,1569949881,5,1.2,31,13,0,2,5,5,0,0,0,1
214,1569954190,1,0.0,189,0,0,1,0,0,0,0,0,1
215,1569954855,4,1.75,22,12,1,2,2,2,0,0,0,1
216,1569956494,7,1.0,380,29,0,2,9,9,0,0,0,1
217,1569956538,2,2.0,81,0,0,1,2,1,0,0,0,0
218,1569957403,6,0.83,26,13,0,2,3,3,1,3,1,1
219,1569960123,1,0.0,168,0,0,1,0,0,0,3,0,0
220,1569960952,2,0.5,157,1,0,2,0,0,0,0,0,1
221,1569961559,1,0.0,185,0,0,1,0,0,0,2,0,1
222,1569962542,6,0.83,20,24,1,2,6,0,0,0,0,1
223,1569963538,1,0.0,191,4,0,2,0,0,0,0,0,1
224,1569963840,3,0.67,114,44,0,2,3,2,0,0,0,0
225,1569965870,5,1.4,369,2,0,1,1,0,0,0,0,1
226,1569966055,2,1.0,63,158,0,4,3,1,0,0,0,0
227,1569966633,2,0.5,369,117,1,2,0,0,1,1,0,2
228,1569967104,3,0.67,140,6,0,1,1,0,0,0,0,0
230,1569969630,4,1.75,371,69,2,0,6,6,0,1,2,1
231,1569972472,6,1.33,380,17,1,2,3,3,1,0,0,0
232,1569973564,3,0.67,134,10,0,1,1,0,0,0,0,0
233,1569974565,7,1.0,367,14,0,1,4,4,0,0,0,0
234,1569976004,1,0.0,203,1,0,0,0,0,0,0,0,0
235,1569978472,2,0.5,167,14,0,1,1,0,0,0,0,0
236,1569979160,9,10.78,44,5,3,0,0,0,0,0,0,1
237,1569979272,2,2.0,91,1,0,1,0,0,0,0,0,1
238,1569979595,2,6.0,188,1,1,1,0,0,0,0,0,0
240,1569980241,4,1.25,370,14,1,1,0,0,0,0,0,0
241,1570146053,3,0.67,26,14,1,1,2,2,1,1,0,1
242,1570146202,4,1.5,38,5,0,1,1,0,0,0,0,1
243,1570147607,6,1.17,35,14,1,1,2,2,0,1,0,1
244,1570150558,1,0.0,176,3,0,0,0,0,0,0,0,0
245,1570150937,3,1.33,83,1,1,1,0,0,0,0,0,0
246,1570151467,3,0.67,130,29,0,2,2,2,0,0,0,1
247,1570153795,2,0.5,164,2,0,1,0,0,0,0,0,1
248,1570446168,2,2.0,89,0,0,1,0,0,0,0,0,1
249,1570446199,7,1.0,21,51,3,3,11,11,0,1,0,2
250,1570848344,1,0.0,157,7,1,1,0,0,0,0,0,1
251,1570850491,1,0.0,174,7,0,1,0,0,0,0,0,1
252,1570945548,5,1.2,27,50,0,1,5,5,1,5,1,2
253,1570947842,5,1.4,370,12,1,2,1,1,0,1,0,2
254,1570948072,6,1.17,9,148,0,3,6,6,0,2,2,1
255,1570949648,5,0.8,56,45,0,2,7,5,0,0,0,1
256,1570950227,2,0.5,155,11,0,1,0,0,0,1,0,0
257,1571049168,4,0.75,107,15,0,1,0,0,0,0,0,0
258,1571049307,4,1.75,360,30,1,1,3,3,0,0,0,0
259,1571049893,2,0.5,158,1,1,2,0,0,0,0,0,0
260,1571050700,1,0.0,172,3,0,1,0,0,0,0,0,0
262,1571449843,3,1.67,56,18,0,2,3,4,0,0,0,0
263,1571847493,2,0.5,155,1,0,2,0,0,1,0,0,2
264,1571848557,4,1.0,40,39,0,1,6,5,0,0,0,1
265,1571849225,2,1.5,108,1,0,1,0,0,0,0,0,1
266,1571849304,8,0.88,375,13,0,1,4,4,0,0,0,0
267,1571849321,4,0.75,64,66,0,4,4,3,0,0,0,1
268,1571854019,7,0.86,47,23,0,1,4,3,0,1,0,1
269,1571856223,4,1.75,367,53,2,2,4,4,0,0,0,2
270,1571856886,4,1.25,67,1,0,1,1,0,0,0,0,0
271,1571946468,4,1.5,40,43,3,1,4,0,0,0,0,0
272,1571949728,7,1.0,374,75,0,1,3,3,0,0,0,0
273,1572045701,2,1.0,141,2,0,1,0,0,0,1,0,0
274,1572046629,8,7.0,369,153,2,0,5,5,0,0,0,0
275,1572049914,6,1.17,21,98,1,2,2,0,0,0,0,1
276,1572052733,7,0.86,46,14,1,1,5,5,0,0,0,0
277,1572054507,5,1.4,375,12,1,4,2,1,1,0,0,1
279,1572146458,1,0.0,156,69,1,4,1,1,0,0,0,0
281,1572146697,5,1.4,367,25,1,3,4,4,0,0,0,1
282,1572151617,6,0.83,54,35,1,1,5,5,0,0,0,0
283,1572153057,3,1.33,84,14,0,2,2,5,1,0,0,1
284,1572153527,3,2.33,372,3,2,2,0,0,0,2,0,1
285,1572154084,5,1.0,69,21,0,2,6,2,0,0,0,2
286,1572158707,8,0.88,29,8,0,1,5,5,0,0,0,1
287,1572446312,2,2.0,80,4,0,2,0,0,0,0,1,1
288,1572945709,1,0.0,179,1,0,1,0,0,0,0,0,1
289,1572948053,6,1.17,368,5,0,1,3,3,0,0,0,1
290,1572949137,1,0.0,370,1,0,1,0,0,0,0,0,1
291,1572949590,4,1.75,368,23,0,1,3,3,0,0,0,1
292,1572949929,5,1.0,58,10,1,2,2,1,0,0,1,0
293,1573151445,7,1.0,10,10,0,2,9,7,1,0,0,2
294,1573345264,5,1.2,44,52,1,2,4,4,0,1,0,1
295,1573347369,6,1.0,33,34,0,1,1,1,0,0,0,1
296,1573351038,2,1.0,124,17,0,3,2,2,0,0,0,0
297,1573352135,5,2.6,19,8,1,1,1,1,0,0,0,0
299,1573446507,3,2.33,22,10,0,3,3,1,0,0,0,1
300,1573453193,3,1.33,92,10,1,4,1,0,0,0,0,0
301,1573453919,6,1.17,360,313,1,2,6,5,1,0,0,0
302,1573745386,2,3.0,38,6,0,1,0,0,0,0,0,1
303,1573745776,3,0.67,141,4,0,1,0,0,0,0,0,2
304,1573746326,2,2.0,87,1,0,2,1,0,0,0,0,1
305,1573750870,3,2.0,41,32,0,1,2,1,0,0,0,0
306,1573845924,6,0.83,40,88,1,3,8,5,0,0,0,1
307,1573848689,2,1.5,111,6,0,3,0,0,0,0,0,1
308,1573851099,3,0.67,72,2,0,1,0,0,0,0,0,0
309,1573851426,7,0.86,41,14,0,1,6,3,1,0,0,1
310,1573851476,7,0.86,45,34,1,3,10,10,1,0,0,1
311,1574145498,7,0.86,33,18,0,2,7,6,0,0,0,1
312,1574149273,7,1.0,369,13,1,1,6,6,1,0,0,0
313,1574150191,2,0.5,48,8,0,2,1,0,0,0,0,1
314,1574249264,2,0.5,53,26,0,1,2,0,0,1,0,0
315,1574745394,2,1.0,83,15,0,2,1,0,0,0,0,0
316,1574745961,5,1.2,374,3,2,2,0,0,0,0,0,0
317,1574747558,2,1.0,120,1,0,1,0,0,0,0,0,1
318,1574747972,4,1.0,86,11,0,1,2,0,0,0,0,0
319,1574749502,5,1.4,14,7,0,0,0,0,0,0,0,0
320,1574846355,4,1.25,69,8,1,1,2,0,0,0,0,0
321,1574848369,8,0.88,370,29,0,1,5,5,0,0,0,0
322,1574849465,7,0.86,18,38,1,2,4,5,0,0,0,1
323,1575047812,3,1.0,86,153,0,2,1,0,0,0,0,1
324,1575049794,2,0.5,158,253,0,2,2,1,0,0,0,0
325,1575049829,4,1.25,34,81,1,3,6,2,0,1,1,0
326,1575055348,5,1.4,23,22,0,3,4,4,0,0,0,0
327,1575056327,7,1.0,363,13,0,1,3,2,0,0,0,0
328,1575056504,3,0.67,80,49,0,4,4,3,0,0,0,0
329,1575057834,4,1.75,368,112,1,2,4,4,1,2,0,1
330,1575058295,5,0.8,374,26,0,2,3,3,0,0,0,1
331,1575059266,8,0.88,374,41,5,3,8,7,1,0,0,2
332,1575059305,1,0.0,189,2,0,0,0,0,0,0,0,0
333,1575145972,6,0.83,56,56,0,4,12,10,1,0,0,1
334,1575152395,5,1.2,32,22,0,2,3,1,0,0,0,1
335,1575154642,2,1.5,118,0,0,1,0,0,0,0,0,0
336,1575157277,8,0.88,382,18,2,1,1,1,1,2,0,1
337,1575158346,8,6.25,374,44,1,1,7,7,1,0,0,0
338,1575158570,4,17.5,375,5,1,0,0,0,1,0,0,1
339,1575348929,7,1.0,361,22,3,1,3,3,1,2,0,1
340,1575349306,6,1.0,61,9,1,3,3,3,0,0,0,1
341,1575349421,4,12.0,51,1,1,2,1,0,0,0,0,0
342,1575352452,1,0.0,189,1,0,1,0,0,0,0,0,1
343,1575353382,6,0.83,71,49,2,4,19,19,1,0,0,2
344,1575353403,2,0.5,178,2,1,1,0,0,0,0,0,0
345,1575446048,2,0.5,32,81,0,4,1,0,0,0,0,0
346,1575448214,5,1.2,371,2,1,2,0,0,0,1,0,1
347,1575448984,4,0.75,41,47,0,2,3,3,0,0,0,0
348,1575449218,3,0.67,118,10,0,1,2,0,0,0,0,0
349,1575449748,3,2.0,42,8,0,2,0,0,0,0,0,1
350,1575451273,2,0.5,143,89,1,2,1,1,1,0,0,0
351,1575451970,2,3.5,378,3,0,2,1,0,0,0,0,2
352,1575452740,7,0.86,44,24,0,1,5,3,1,0,0,1
353,1575847425,7,1.0,373,32,1,1,6,6,1,0,0,0
354,1575847486,1,0.0,164,2,0,2,0,0,0,0,0,0
355,1575848005,2,0.5,166,1,0,2,0,0,0,0,0,2
356,1576048443,7,1.0,21,11,0,1,2,1,1,0,0,1
357,1576049772,4,3.0,46,1,1,1,1,1,0,0,0,0
358,1576050215,1,0.0,178,3,0,1,0,0,0,0,0,0
360,1576051711,7,1.0,376,8,2,1,2,2,0,0,0,0
361,1576053138,6,1.17,366,35,0,1,6,6,1,2,0,2
362,1576054710,2,3.0,28,7,0,2,0,0,0,0,0,1
364,1576058457,2,0.5,165,1,0,1,0,0,0,0,0,0
365,1576059444,1,0.0,176,1,0,1,0,0,0,0,0,2
366,1576149169,4,2.0,361,8,1,1,1,0,0,0,0,0
368,1576153301,4,1.0,88,73,2,1,3,0,0,0,1,0
369,1576154146,5,0.8,373,28,0,2,3,3,0,0,0,1
370,1576154307,7,1.0,375,15,0,2,5,5,0,0,0,0
371,1576155082,5,1.0,49,4,0,1,0,0,0,0,0,2
372,1576156785,2,2.0,57,1,0,1,0,0,0,1,0,0
373,1576157481,6,1.17,23,90,0,1,3,2,0,0,0,1
374,1576159476,5,0.8,60,93,0,2,6,7,0,0,0,0
375,1576159668,4,0.75,104,13,1,1,4,1,0,0,0,0
376,1576446576,4,1.5,240,19,0,5,1,3,0,0,0,0
377,1576448965,6,1.0,31,35,0,2,6,6,1,0,0,1
378,1576450005,8,3.63,369,26,4,2,7,7,1,3,0,2
379,1576452655,4,1.25,368,10,0,1,3,1,0,0,0,0
380,1576454121,7,1.43,45,4,3,2,0,0,1,0,0,1
381,1576454866,5,0.8,66,21,0,5,7,4,1,0,0,1
382,1576456499,7,1.0,370,139,1,2,5,5,1,0,0,1
383,1576458994,7,1.0,376,48,2,1,5,5,0,0,1,0
385,1576460254,1,0.0,189,2,0,1,0,0,0,0,0,2
386,1576461179,8,0.88,368,40,4,2,6,6,1,0,0,0
387,1576461305,7,0.86,34,48,0,3,10,10,0,0,0,2
388,1576461858,5,1.4,380,5,2,1,2,2,0,0,0,1
389,1576462210,2,0.5,166,1,0,2,0,0,0,0,0,0
390,1576465398,6,1.17,376,17,0,1,3,3,0,0,0,1
391,1576465851,2,0.5,160,0,0,1,1,0,0,0,0,0
392,1576467903,6,1.0,370,62,4,2,7,6,0,0,0,0
393,1576468160,3,1.67,33,10,0,5,2,2,0,0,0,1
394,1576474763,1,0.0,161,0,0,3,0,0,0,0,0,0
395,1576475795,2,0.5,155,3,0,3,0,0,0,0,0,0
396,1576476638,2,1.0,128,0,1,1,0,0,0,0,0,0
397,1576477003,3,1.67,45,65,1,2,4,4,1,1,0,0
398,1576478176,2,1.0,137,9,0,1,0,0,0,0,0,1
399,1576479134,1,0.0,151,98,1,2,3,3,0,0,0,1
400,1576480333,2,1.5,107,1,0,2,0,0,0,0,0,1
402,1576482836,1,0.0,168,0,0,0,0,0,0,0,0,0
403,1576483133,3,2.33,32,1,1,1,0,0,0,3,0,1
405,1576488725,2,0.5,92,20,0,1,2,0,0,0,0,2
407,1576489459,3,0.67,104,131,0,2,0,0,0,0,0,0
408,1576491185,3,22.0,378,1,2,1,0,0,0,0,0,1
410,1576497780,6,1.0,47,163,2,1,5,5,0,0,0,0
411,1576498077,3,2.33,19,13,0,2,1,0,0,0,0,0
412,1576498250,2,1.0,111,35,0,3,1,0,0,0,0,0
413,1576498730,2,0.5,159,182,1,0,1,2,0,0,0,1
414,1576499145,2,1.5,108,35,0,3,2,2,0,0,0,0
415,1576500181,4,1.25,65,9,0,3,2,1,0,0,0,0
416,1576503768,2,1.0,44,4,0,2,1,0,0,0,0,1
417,1576504544,6,1.17,376,32,0,1,3,2,1,2,0,0
419,1576508697,5,1.2,42,61,0,2,5,2,1,0,0,0
420,1576513166,7,5.57,58,16,1,1,5,5,0,2,0,1
421,1576513351,4,1.75,376,14,1,1,3,3,0,0,0,0
422,1576516039,8,0.88,379,13,1,1,4,4,0,1,0,0
423,1576516344,3,2.0,45,4,1,2,0,0,0,0,0,1
424,1576521038,5,1.2,43,101,0,1,3,3,0,0,0,1
425,1576523622,4,0.75,58,87,0,1,6,5,0,0,0,0
426,1576524135,8,0.88,373,65,3,2,10,9,1,0,0,1
427,1576528736,4,1.5,368,59,1,2,4,4,1,0,0,0
428,1576530291,9,0.89,375,125,3,2,4,0,0,0,0,1
430,1576552958,3,1.67,67,1,1,2,0,0,0,0,1,0
431,1576553150,8,0.88,372,9,2,2,7,5,1,0,0,0
432,1576553823,1,0.0,143,1,0,2,0,0,0,0,0,1
433,1576555284,3,1.67,57,5,0,4,2,0,0,0,0,1
434,1576555443,3,1.33,89,7,0,1,1,0,1,3,1,1
435,1576557389,1,0.0,164,41,1,4,1,0,0,0,0,1
436,1576564904,1,0.0,175,2,0,2,0,0,0,0,0,0
437,1576571971,6,1.17,37,15,0,0,3,3,1,3,1,2
439,1576572196,3,0.67,133,3,0,1,1,0,0,0,0,0
440,1576574383,3,2.0,365,2,1,1,1,0,0,0,0,1
442,1576577658,5,0.8,83,35,0,1,3,2,0,0,0,0
444,1576580246,4,0.75,116,36,0,1,6,3,0,0,0,1
445,1576746260,3,1.0,83,13,1,2,1,0,0,0,0,0
446,1576748381,5,0.8,18,68,0,3,8,7,0,0,0,1
447,1576750780,8,3.38,377,137,6,2,3,3,0,1,0,0
448,1576752664,3,1.0,104,6,0,3,0,0,0,0,0,0
450,1576756028,2,2.5,168,3,1,2,0,0,0,0,0,0
451,1576756761,5,1.2,361,22,2,2,3,4,0,3,0,1
452,1576761468,1,0.0,83,1,0,1,0,0,0,0,0,0
